,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
64032,4401 Amboy Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/24/2005,12315,0,"TD Bank, National Association",STATEN ISLAND-ELTINGVILLE BRANCH,1065,11/25/2022,11,NY,36085,New York,445206,10312,"4401 Amboy Road, Staten Island, NY, 10312","('014604', 'Staten Island')",South Shore,14604
64034,231-02 Merrick Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Laurelton,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/04/2005,417,0,"JPMorgan Chase Bank, National Association",LAURELTON BANKING CENTGER BRANCH,3589,11/25/2022,11,NY,36081,New York,445424,11413,"231-02 Merrick Boulevard, Laurelton, NY, 11413","('063200', 'Queens')",Bellerose / Rosedale,63200
64058,225 5th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/27/2005,417,0,"JPMorgan Chase Bank, National Association",FIFTH AVENUE AND 27TH STREET BRANCH,3657,11/25/2022,11,NY,36061,New York,447267,10010,"225 5th Avenue, New York, NY, 10010","('005600', 'Manhattan')",Chelsea / Clinton / Midtown,5600
64165,449 Myrtle Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/18/2006,2238,0,"Bank of America, National Association",MYRTLE AVENUE & WAVERLY AVENUE BRANCH,8883,11/25/2022,11,NY,36047,New York,459388,11205,"449 Myrtle Avenue, Brooklyn, NY, 11205","('019100', 'Brooklyn')",Brooklyn Heights / Fort Greene,19100
64188,208-24 Cross Island Parkway,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16026,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/29/2007,10255,0,Ridgewood Savings Bank,BAYSIDE BRANCH,27,11/25/2022,11,NY,36081,New York,462448,11360,"208-24 Cross Island Parkway, Bayside, NY, 11360","('-1', '-1')",UNFOUND,-1
64280,301 West 145th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/05/2007,2238,0,"Bank of America, National Association",145 ST AND FREDERICK DOUGLASS BRANCH,8941,11/25/2022,11,NY,36061,New York,469593,10039,"301 West 145th Street, New York, NY, 10039","('025900', 'Manhattan')",Central Harlem,25900
64370,350 West 125th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/13/2006,417,0,"JPMorgan Chase Bank, National Association",WEST HARLEM BRANCH,6551,11/25/2022,11,NY,36061,New York,481180,10027,"350 West 125th Street, New York, NY, 10027","('020901', 'Manhattan')",Morningside Heights / Hamilton Heights,20901
64371,3514 White Plains Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/13/2006,417,0,"JPMorgan Chase Bank, National Association",WHITE PLAINS BRANCH,6554,11/25/2022,11,NY,36005,New York,481183,10467,"3514 White Plains Road, Bronx, NY, 10467","('038000', 'Bronx')",Williamsbridge / Baychester,38000
64394,224 W 4th St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/29/2008,2238,0,"Bank of America, National Association",7TH AND CHRISTOPHER BRANCH,9475,11/25/2022,11,NY,36061,New York,489785,10014,"224 W 4th St, New York, NY, 10014","('007300', 'Manhattan')",Greenwich Village / Financial District,7300
64398,115 West 42nd Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/27/2009,2238,0,"Bank of America, National Association",ONE BRYANT PARK BRANCH,9496,11/25/2022,11,NY,36061,New York,491015,10036,"115 West 42nd Street, New York, NY, 10036","('011900', 'Manhattan')",Chelsea / Clinton / Midtown,11900
64459,179 E 116th St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/25/2008,417,0,"JPMorgan Chase Bank, National Association",East Harlem Branch,6967,11/25/2022,11,NY,36061,New York,494580,10029,"179 E 116th St, New York, NY, 10029","('018200', 'Manhattan')",East Harlem,18200
64466,"2935 Veterans Road West, Suite F",SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,588,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/04/2008,400,0,Manufacturers and Traders Trust Company,VETERANS ROAD BRANCH,1423,11/25/2022,11,NY,36085,New York,495039,10309,"2935 Veterans Road West, Suite F, Staten Island, NY, 10309","('022600', 'Staten Island')",South Shore,22600
64489,42 - 39 Bell Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/16/2009,2238,0,"Bank of America, National Association",BAYSIDE - 42 - 39 BELL BRANCH,9635,11/25/2022,11,NY,36081,New York,500129,11361,"42 - 39 Bell Boulevard, Bayside, NY, 11361","('146700', 'Queens')",Bayside / Little Neck,146700
64578,201 Edward Curry Avenue,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,19977,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/02/2010,13718,0,Israel Discount Bank of New York,STATEN ISLAND BRANCH,21,11/25/2022,11,NY,36085,New York,521878,10314,"201 Edward Curry Avenue, Staten Island, NY, 10314","('-1', '-1')",UNFOUND,-1
64580,1705 Crosby Avenue,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58424,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/22/2010,451431,0,Alma Bank,"PELHAM BAY, BRONX BRANCH",8,11/25/2022,11,NY,36005,New York,521930,10461,"1705 Crosby Avenue, Bronx, NY, 10461","('026602', 'Bronx')",Throgs Neck / Co-op City,26602
64581,1501 86th Street,SB,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,28710,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/2011,41544,0,Northfield Bank,DYKER HEIGHTS BRANCH,31,11/25/2022,11,NY,36047,New York,521950,11228,"1501 86th Street, Brooklyn, NY, 11228","('017200', 'Brooklyn')",Bensonhurst,17200
64630,"Atlantic Terminal, 139  Flatbush Avenue",N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/21/2011,4759,0,"Citibank, National Association",ATLANTIC BRANCH,1876,11/25/2022,11,NY,36047,New York,533770,11217,"Atlantic Terminal, 139  Flatbush Avenue, Brooklyn, NY, 11217","('-1', '-1')",UNFOUND,-1
64633,2260 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/20/2012,2238,0,"Bank of America, National Association",BROADWAY AND 81TH STREET BRANCH,9715,11/25/2022,11,NY,36061,New York,533994,10024,"2260 Broadway, New York, NY, 10024","('016700', 'Manhattan')",Upper West Side,16700
64680,431 Court Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/12/2013,432614,0,"Citizens Bank, National Association",CARROLL GARDENS BRANCH OFFICE,1899,11/25/2022,11,NY,36047,New York,544512,11231,"431 Court Street, Brooklyn, NY, 11231","('007700', 'Brooklyn')",Park Slope / Carroll Gardens,7700
64708,451 Lexington Ave,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/07/2014,12315,0,"TD Bank, National Association",45TH & LEXINGTON BRANCH,1702,11/25/2022,11,NY,36061,New York,557746,10017,"451 Lexington Ave, New York, NY, 10017","('009200', 'Manhattan')",Stuyvesant Town / Turtle Bay,9200
64709,910 8th Ave,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/20/2014,12315,0,"TD Bank, National Association",54TH & 8TH BRANCH,1709,11/25/2022,11,NY,36061,New York,557753,10019,"910 8th Ave, New York, NY, 10019","('013700', 'Manhattan')",Chelsea / Clinton / Midtown,13700
64715,271 Page Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/29/2014,432614,0,"Citizens Bank, National Association",Tottenville Branch,1903,11/25/2022,11,NY,36085,New York,560291,10310,"271 Page Avenue, Staten Island, NY, 10310","('024800', 'Staten Island')",South Shore,24800
64738,209-35 Northern Boulevard,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,35151,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/01/2015,75147,0,New Millennium Bank,BAYSIDE BRANCH,5,11/25/2022,11,NY,36081,New York,569872,11361,"209-35 Northern Boulevard, Bayside, NY, 11361","('146700', 'Queens')",Bayside / Little Neck,146700
64739,314 Grand Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/17/2015,12315,0,"TD Bank, National Association",GRAND & ALLEN BRANCH,1746,11/25/2022,11,NY,36061,New York,570146,10002,"314 Grand Street, New York, NY, 10002","('001800', 'Manhattan')",Lower East Side / Chinatown,1800
64781,185 Greenwich Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/16/2016,417,0,"JPMorgan Chase Bank, National Association",ONE WORLD TRADE CENTER BRANCH,7992,11/25/2022,11,NY,36061,New York,581992,10006,"185 Greenwich Street, New York, NY, 10006","('001300', 'Manhattan')",Greenwich Village / Financial District,1300
64846,215 W 34th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/29/2018,2818,0,"Capital One, National Association",34TH & 7TH BRANCH,1333,11/25/2022,11,NY,36061,New York,595376,10001,"215 W 34th Street, New York, NY, 10001","('010900', 'Manhattan')",Chelsea / Clinton / Midtown,10900
64886,36-19 Broadway,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57919,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/04/2018,431394,0,ConnectOne Bank,Astoria Branch,26,11/25/2022,11,NY,36081,New York,604827,11106,"36-19 Broadway, Astoria, NY, 11106","('006100', 'Queens')",Astoria,6100
64888,4200 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/27/2018,4759,0,"Citibank, National Association",BROADWAY AND 178TH STREET,1969,11/25/2022,11,NY,36061,New York,605441,10033,"4200 Broadway, New York, NY, 10033","('026300', 'Manhattan')",Washington Heights / Inwood,26300
64905,4721 16th Ave,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/19/2018,417,0,"JPMorgan Chase Bank, National Association",SIXTEENTH AVE & 48TH ST BRANCH,8154,11/25/2022,11,NY,36047,New York,607845,11204,"4721 16th Ave, Brooklyn, NY, 11204","('047600', 'Brooklyn')",Borough Park,47600
64917,"535 Madison Avenue, 8th Floor",SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,31628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/24/2012,44462,0,East West Bank,MADISON AVENUE BRANCH,293,11/25/2022,23,NY,36061,New York,612058,10022,"535 Madison Avenue, 8th Floor, New York, NY, 10022","('010200', 'Manhattan')",Chelsea / Clinton / Midtown,10200
64933,90 Fifth Avenue,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,27332,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/11/2019,39597,0,Republic Bank,14th & 5th Branch,33,11/25/2022,11,NY,36061,New York,614627,10011,"90 Fifth Avenue, New York, NY, 10011","('005400', 'Manhattan')",Chelsea / Clinton / Midtown,5400
64979,141-28  Northern Blvd,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,35151,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/18/2020,75147,0,New Millennium Bank,Flushing Branch,10,11/25/2022,11,NY,36081,New York,621068,11354,"141-28  Northern Blvd, Flushing, NY, 11354","('086500', 'Queens')",Flushing / Whitestone,86500
65012,138 Clinton St,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3511,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/03/2020,2239,0,"Wells Fargo Bank, National Association",Essex Crossing Branch,10483,11/25/2022,11,NY,36061,New York,627226,10002,"138 Clinton St, New York, NY, 10002","('001402', 'Manhattan')",Lower East Side / Chinatown,1402
65083,One Vanderbilt Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18409,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/04/2021,12315,0,"TD Bank, National Association",One Vanderbilt Branch,1859,11/25/2022,11,NY,36061,New York,640120,10017,"One Vanderbilt Avenue, New York, NY, 10017","('-1', '-1')",UNFOUND,-1
65124,85-15 Queens Boulevard,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58564,Elmhurst,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/09/2022,456804,0,Flushing Bank,Elmhurst Branch Office,31,11/25/2022,11,NY,36081,New York,647903,11373,"85-15 Queens Boulevard, Elmhurst, NY, 11373","('047300', 'Queens')",Elmhurst / Corona,47300
65177,16848 Hillside Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/31/1959,4759,0,"Citibank, National Association",JAMAICA BRANCH,861,11/25/2022,11,NY,36081,New York,213508,11432,"16848 Hillside Avenue, Jamaica, NY, 11432","('-1', '-1')",UNFOUND,-1
65178,3955 Baychester Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/17/1962,4759,0,"Citibank, National Association",BAYCHESTER BRANCH,864,11/25/2022,11,NY,36005,New York,213512,10466,"3955 Baychester Avenue, Bronx, NY, 10466","('042600', 'Bronx')",Williamsbridge / Baychester,42600
65185,1492 Hylan Blvd,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/09/1965,4759,0,"Citibank, National Association",GRASMERE BRANCH,38,11/25/2022,11,NY,36085,New York,214062,10305,"1492 Hylan Blvd, Staten Island, NY, 10305","('007000', 'Staten Island')",Mid-Island,7000
65186,1748 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",BROADWAY-56TH STREET BRANCH,71,11/25/2022,11,NY,36061,New York,214095,10019,"1748 Broadway, New York, NY, 10019","('013700', 'Manhattan')",Chelsea / Clinton / Midtown,13700
65187,1310 Amsterdam Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",MORNINGSIDE GARDENS BRANCH,107,11/25/2022,11,NY,36061,New York,214130,10027,"1310 Amsterdam Avenue, New York City, NY, 10027","('021100', 'Manhattan')",Morningside Heights / Hamilton Heights,21100
65188,89-50 164th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",JAMAICA BRANCH,142,11/25/2022,11,NY,36081,New York,214165,11432,"89-50 164th Street, Jamaica, NY, 11432","('044601', 'Queens')",Jamaica,44601
65189,38-18 Queens Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Long Island City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/23/1955,4759,0,"Citibank, National Association",QUEENS BOULEVARD-39TH STREET BRANCH,145,11/25/2022,11,NY,36081,New York,214168,11101,"38-18 Queens Boulevard, Long Island City, NY, 11101","('-1', '-1')",UNFOUND,-1
65190,1992 Ralph Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/09/1968,4759,0,"Citibank, National Association",RALPH AVENUE BRANCH,186,11/25/2022,11,NY,36047,New York,214209,11234,"1992 Ralph Avenue, Brooklyn, NY, 11234","('072000', 'Brooklyn')",Flatlands / Canarsie,72000
65191,3454 Jerome Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/03/1971,4759,0,"Citibank, National Association",JEROME AVENUE-208TH STREET BRANCH,221,11/25/2022,11,NY,36005,New York,214244,10467,"3454 Jerome Avenue, Bronx, NY, 10467","('042100', 'Bronx')",Kingsbridge Heights / Mosholu,42100
65199,"153 East 53rd Street, 25th Floor",N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/22/1981,4759,0,"Citibank, National Association",575 LEXINGTON AVENUE BRANCH,567,11/25/2022,21,NY,36061,New York,214551,10022,"153 East 53rd Street, 25th Floor, New York, NY, 10022","('010000', 'Manhattan')",Stuyvesant Town / Turtle Bay,10000
65341,180 Dyckman Street,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/09/1965,62141,0,Popular Bank,DYCKMAN BRANCH,71,11/25/2022,11,NY,36061,New York,222967,10040,"180 Dyckman Street, New York City, NY, 10040","('028700', 'Manhattan')",Washington Heights / Inwood,28700
65449,1415 Avenue Z,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/01/1971,2238,0,"Bank of America, National Association",BROOKLYN-SHEEPSHEAD BAY BRANCH,8170,11/25/2022,11,NY,36047,New York,229546,11235,"1415 Avenue Z, Brooklyn, NY, 11235","('059000', 'Brooklyn')",Sheepshead Bay / Gravesend,59000
